name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Carroll O'Connor,2,Manhattan New York United States,02/08/1924,https://www.themoviedb.org/person/26512,26.05346638,40.7896239,-73.9598939
Debra Winger,1,Cleveland Heights Ohio USA,16/05/1955,https://www.themoviedb.org/person/26513,99.53874164,41.5200518,-81.556235
Richard Kiley,2,Chicago Illinois USA,31/03/1922,https://www.themoviedb.org/person/26660,348.1762461,41.8755616,-87.6244212
Ben Vereen,2,Miami Florida USA,10/10/1946,https://www.themoviedb.org/person/26664,6.921904907,25.7741728,-80.19362
Scott Hoxby,2,Cincinnati Ohio USA,10/06/1955,https://www.themoviedb.org/person/26680,18.86305591,39.1014537,-84.5124602
Robert Klein,2,New York City New York USA,08/02/1942,https://www.themoviedb.org/person/26715,44.78197172,40.7127281,-74.0060152
Heather Burns,1,Chicago Illinois USA,07/04/1975,https://www.themoviedb.org/person/26716,92.12559886,41.8755616,-87.6244212
Dorian Missick,2,East Orange New Jersey USA,15/01/1976,https://www.themoviedb.org/person/26718,60.53599131,40.767323,-74.2048677
Veanne Cox,1,Norfolk Virginia USA,19/01/1963,https://www.themoviedb.org/person/26719,58.19823467,36.8968052,-76.2602336
Janine LaManna,1,Rochester New York USA,14/06/1966,https://www.themoviedb.org/person/26720,8.476580481,43.157285,-77.615214
Denver Mattson,2,Killdeer North Dakota USA,12/07/1937,https://www.themoviedb.org/person/26737,6.561021956,47.371987,-102.754122
Melvin Wong Gam-Sam,2,Oakland California USA,29/01/1946,https://www.themoviedb.org/person/26786,2.718499494,37.8044557,-122.2713563
Adam West,2,Walla Walla Washington USA,19/09/1928,https://www.themoviedb.org/person/26847,118.5666553,46.0667277,-118.3393456
Rei Hance,1,Upper Darby Pennsylvania USA,22/12/1974,https://www.themoviedb.org/person/26851,20.4399919,39.9284459,-75.2737955
Joshua Leonard,2,Houston Texas USA,17/06/1975,https://www.themoviedb.org/person/26852,77.41804543,29.7589382,-95.3676974
Michael C. Williams,2,The Bronx New York USA,25/07/1973,https://www.themoviedb.org/person/26853,19.85257388,40.8506558,-73.8665241
Amy Morton,1,Oak Park Illinois USA,01/01/1958,https://www.themoviedb.org/person/26930,152.1890473,41.8878145,-87.7887615
Matt Barr,2,Allen Texas USA,14/02/1984,https://www.themoviedb.org/person/26970,12.00863978,33.1031744,-96.6705503
Jessy Schram,1,Skokie Illinois USA,15/01/1986,https://www.themoviedb.org/person/26974,35.74975105,42.0333694,-87.7333972
Steve Talley,2,Indianapolis - Indiana - USA,12/08/1981,https://www.themoviedb.org/person/26975,16.04906579,39.7683331,-86.1583502
Richard Epcar,2,Denver Colorado USA,29/04/1955,https://www.themoviedb.org/person/26993,24.83713199,39.7392364,-104.9848623
Steven Barr,2,Hale County Texas USA,20/07/1954,https://www.themoviedb.org/person/26994,47.04661449,34.0321298,-101.8088827
Patricia Heaton,1,Bay Village Ohio USA,04/03/1958,https://www.themoviedb.org/person/26996,48.35375331,41.484996,-81.9208434
Suzy Nakamura,1,Chicago Illinois USA,02/12/1973,https://www.themoviedb.org/person/26998,65.84328324,41.8755616,-87.6244212
Chris Owen,2,Michigan USA,25/09/1980,https://www.themoviedb.org/person/26999,203.9066211,42.9986074,-82.4263676
Chelsea Field,1,Glendale California USA,27/05/1957,https://www.themoviedb.org/person/27008,29.96044284,34.1469416,-118.2478471
Vanessa Williams,1,Tarrytown New York USA,18/03/1963,https://www.themoviedb.org/person/27011,34.64759501,41.0762077,-73.8587461
Robert Ginty,2,Brooklyn New York USA,14/11/1948,https://www.themoviedb.org/person/27012,4.460381133,40.6526006,-73.9497211
Lauren C. Mayhew,1,Tampa Florida USA,27/11/1989,https://www.themoviedb.org/person/27016,12.35788134,27.9477595,-82.458444
Tim Griffin,2,Chicago Illinois USA,01/01/1969,https://www.themoviedb.org/person/27031,486.4697898,41.8755616,-87.6244212
Paul Dubov,2,Chicago Illinois USA,10/10/1918,https://www.themoviedb.org/person/27035,13.0551846,41.8755616,-87.6244212
Wanda Sykes,1,Portsmouth Virginia USA,07/03/1964,https://www.themoviedb.org/person/27102,192.6646158,36.8444196,-76.3532998
Graham Phillips,2,Norwalk Ohio USA,14/04/1993,https://www.themoviedb.org/person/27103,34.23991055,41.2424219,-82.6155745
Johnny Simmons,2,Montgomery - Alabama - USA,28/11/1986,https://www.themoviedb.org/person/27104,334.8123025,32.3669656,-86.3006485
Ed Helms,2,Atlanta Georgia USA,24/01/1974,https://www.themoviedb.org/person/27105,443.4424014,33.7489924,-84.3902644
Harley Jane Kozak,1,Wilkes-Barre Pennsylvania USA,28/01/1957,https://www.themoviedb.org/person/27106,32.5023551,41.2464824,-75.8817316
Kevin Conway,2,New York City New York USA,29/05/1942,https://www.themoviedb.org/person/27116,83.34871791,40.7127281,-74.0060152
John Tench,2,Madison Wisconsin USA,,https://www.themoviedb.org/person/27143,80.34157684,43.074761,-89.3837613
G.W. Bailey,2,Port Arthur Texas USA,27/08/1944,https://www.themoviedb.org/person/27237,47.85616274,29.8988618,-93.9288723
Brian McNamara,2,Long Island New York USA,21/11/1960,https://www.themoviedb.org/person/27238,14.48589515,40.85149705,-73.09942581
Laila Robins,1, St. Paul Minnesota USA,14/03/1959,https://www.themoviedb.org/person/27260,39.74062252,44.9497487,-93.0931028
Olivia Burnette,1,San Clemente California USA,24/03/1977,https://www.themoviedb.org/person/27261,19.02611417,33.4270275,-117.6124179
Carol Bruce,1,Great Neck Long Island New York USA,15/11/1919,https://www.themoviedb.org/person/27262,11.91676722,0,0
Rebecca Pidgeon,1,Cambridge Massachusetts USA,10/10/1965,https://www.themoviedb.org/person/27267,123.131954,42.3750997,-71.1056157
Samantha Shelton,1,Los Angeles California USA,15/11/1978,https://www.themoviedb.org/person/27268,4.466359141,34.0536909,-118.242766
Gina Doctor,1,Melrose Park Illinois USA,,https://www.themoviedb.org/person/27269,6.844820057,41.900299,-87.8569745
Constantine Gregory,2,New York City New York USA,16/09/1942,https://www.themoviedb.org/person/27425,126.6364862,40.7127281,-74.0060152
Patty Duke,1,Elmhurst Queens New York United States,14/12/1946,https://www.themoviedb.org/person/27446,24.46389677,40.7365804,-73.8783932
Sydney Walker,2,Philadelphia Pennsylvania U.S.A.,05/05/1921,https://www.themoviedb.org/person/27447,34.35058237,39.9439109,-75.18376416
Rocky Carroll,2,Cincinnati Ohio USA,08/07/1963,https://www.themoviedb.org/person/27448,63.9245784,39.1014537,-84.5124602
Elaine Bromka,1,Rochester New York USA,06/01/1950,https://www.themoviedb.org/person/27491,5.261434309,43.157285,-77.615214
Garrett M. Brown,2,USA,07/11/1948,https://www.themoviedb.org/person/27492,131.2692205,39.7837304,-100.445882
Jay Underwood,2,Minneapolis Minnesota USA,01/10/1968,https://www.themoviedb.org/person/27493,9.753008266,44.9772995,-93.2654692
Chris Young,2,Chambersburg Pennsylvania USA,28/04/1971,https://www.themoviedb.org/person/27504,4.606055768,39.9405903,-77.6598624
Richard B. Shull,2,Evanston Illinois USA,24/02/1929,https://www.themoviedb.org/person/27515,10.97193581,42.0447388,-87.6930459
Bobby Di Cicco,2,Itasca Illinois USA,07/06/1954,https://www.themoviedb.org/person/27516,12.93019702,41.9751722,-88.0067509
Howard Morris,2,Bronx New York USA,04/09/1919,https://www.themoviedb.org/person/27517,20.05826458,40.8466508,-73.8785937
Lisa Blount,1,Fayetteville Arkansas U.S.,01/07/1957,https://www.themoviedb.org/person/27539,15.60315353,36.0581307,-94.13235169
Tom Irwin,2,Peoria - Illinois - USA,01/06/1956,https://www.themoviedb.org/person/27544,49.88056189,40.6938609,-89.5891008
Bruce Altman,2,The Bronx - New York - USA,03/07/1955,https://www.themoviedb.org/person/27545,215.8899174,40.8506558,-73.8665241
Tom Stoviak,2,Oak Ridge Tennessee USA,05/10/1957,https://www.themoviedb.org/person/27551,12.89393568,36.0103562,-84.2696449
David Eigenberg,2,Manhasset New York United States,17/05/1964,https://www.themoviedb.org/person/27552,65.9606193,40.7956894,-73.6989103
Amy Irving,1,Palo Alto California USA,10/09/1953,https://www.themoviedb.org/person/27563,1046.114221,37.4443293,-122.1598465
Eric Lloyd,2,Glendale California U.S.,19/05/1986,https://www.themoviedb.org/person/27564,39.29006944,34.1249319,-118.2602555
Kim Walker,1, New York USA,19/06/1968,https://www.themoviedb.org/person/27565,176.028904,40.7127281,-74.0060152
Penelope Milford,1,St. Louis Missouri USA,23/03/1948,https://www.themoviedb.org/person/27566,47.5534481,38.6264256,-90.1995853
Jennifer Rhodes,1,Rosiclare Illinois USA,17/08/1947,https://www.themoviedb.org/person/27568,25.72887923,37.4236626,-88.3461483
Julie Carmen,1,Millburn New Jersey USA,04/04/1954,https://www.themoviedb.org/person/27584,10.44790754,40.7244443,-74.3069069
Jackie Tohn,1,New York City - New York - USA,25/08/1980,https://www.themoviedb.org/person/27589,15.15543214,40.7127281,-74.0060152
Chris Spencer,2, Los Angeles California USA,02/01/1968,https://www.themoviedb.org/person/27590,13.01876594,34.0536909,-118.242766
John Francis,2,Wheeling Illinois United States,20/07/1985,https://www.themoviedb.org/person/27639,0.331307539,42.138889,-87.9310944
Ann McDonough,1,Portland Maine USA,21/04/1949,https://www.themoviedb.org/person/27686,12.14298766,43.6610277,-70.2548596
Jane Kaczmarek,1,Milwaukee Wisconsin USA,21/12/1955,https://www.themoviedb.org/person/27725,21.80855207,43.0349931,-87.922497
Don Knotts,2,Morgantown West Virgina USA,21/07/1924,https://www.themoviedb.org/person/27726,33.9919805,0,0
Marissa Ribisi,1,Los Angeles - California - USA,17/12/1974,https://www.themoviedb.org/person/27727,20.29812784,34.0536909,-118.242766
Neil Hamilton,2,Lynn Massachusetts USA,1899-09-09,https://www.themoviedb.org/person/27733,9.906057767,42.466763,-70.9494939
Stafford Repp,2,San Francisco - California - USA,28/04/1918,https://www.themoviedb.org/person/27734,5.285818293,37.7790262,-122.419906
Tom Towles,2,Chicago Illinois U.S.,20/03/1950,https://www.themoviedb.org/person/27736,207.8422326,41.8872214,-87.6297412
Bill Moseley,2,Barrington Illinois USA,11/11/1951,https://www.themoviedb.org/person/27737,173.3575025,42.1539141,-88.1361888
Chris Hardwick,2, Louisville Kentucky USA,23/11/1971,https://www.themoviedb.org/person/27738,177.8478456,38.2542376,-85.759407
Jennifer Jostyn,1,Boston Massachusetts USA,11/11/1968,https://www.themoviedb.org/person/27739,63.93829204,42.3554334,-71.060511
Walton Goggins,2,Birmingham Alabama USA,10/11/1971,https://www.themoviedb.org/person/27740,546.9038745,33.5206824,-86.8024326
Robert Allen Mukes,2,Indianapolis Indiana USA,14/03/1964,https://www.themoviedb.org/person/27741,11.74020789,39.7683331,-86.1583502
Dennis Fimple,2,Taft California U.S.,11/11/1940,https://www.themoviedb.org/person/27742,16.28362398,34.8458424,-120.5839234
Chuck Connors,2,Brooklyn New York U.S.,10/04/1921,https://www.themoviedb.org/person/27747,11.51471707,40.6597324,-74.0035817
Casper Van Dien,2,Milton Florida USA,18/12/1968,https://www.themoviedb.org/person/27763,1124.758624,30.6324149,-87.0396881
Richard Nixon,2,Yorba Linda California USA,09/01/1913,https://www.themoviedb.org/person/27765,111.063852,33.8901096,-117.8249705
Harry Anderson,2,Newport Rhode Island USA,14/10/1952,https://www.themoviedb.org/person/27769,1.05616047,41.4899827,-71.3137707
Dennis Christopher,2, Philadelphia Pennsylvania USA,02/12/1955,https://www.themoviedb.org/person/27770,180.1100056,39.9527237,-75.1635262
Tim Reid,2,Norfolk Virginia United States,19/12/1944,https://www.themoviedb.org/person/27771,2.945506512,36.8968052,-76.2602336
John Ritter,2,Burbank California USA,17/09/1948,https://www.themoviedb.org/person/27772,123.7360597,34.1816482,-118.3258554
Jonathan Brandis,2,Danbury - Connecticut - USA,13/04/1976,https://www.themoviedb.org/person/27773,17.03693174,41.394817,-73.4540111
Brandon Crane,2,Oceanside California USA,26/02/1976,https://www.themoviedb.org/person/27774,37.98002028,33.1958696,-117.3794834
Marilyn Burns,1,Erie Pennsylvania USA,05/07/1949,https://www.themoviedb.org/person/27798,22.55896004,42.1294712,-80.0852695
Edwin Neal,2,Houston Texas USA,12/07/1945,https://www.themoviedb.org/person/27803,32.62859204,29.7589382,-95.3676974
Peter Weller,2,Stevens Point Wisconsin USA,24/06/1947,https://www.themoviedb.org/person/27811,191.6072021,44.5229223,-89.574111
Leslie Daniels,2,New York City New York USA,22/04/1918,https://www.themoviedb.org/person/27842,3.481010246,40.7127281,-74.0060152
Shannyn Sossamon,1,Honolulu Hawaii USA,03/10/1978,https://www.themoviedb.org/person/27855,102.1071633,21.2890997,-157.717299
Barry Newman,2,Boston Massachusetts USA,07/11/1938,https://www.themoviedb.org/person/27860,19.23849079,42.3554334,-71.060511
Mary Gross,1,Chicago Illinois USA ,25/03/1953,https://www.themoviedb.org/person/27862,28.84845454,41.8755616,-87.6244212
Carlyle Blackwell,2,Troy Pennsylvania USA,1884-01-20,https://www.themoviedb.org/person/27906,0.129313769,41.7861639,-76.7873891
Lauren Hutton,1,Charleston South Carolina USA,17/11/1943,https://www.themoviedb.org/person/27964,21.08892049,32.7876012,-79.9402728
Oscar Levant,2,Pittsburgh Pennsylvania USA,27/12/1906,https://www.themoviedb.org/person/27966,4.461639661,40.3693889,-80.6243098
Josh Hutcherson,2,Union Kentucky USA,12/10/1992,https://www.themoviedb.org/person/27972,554.1018391,38.9458951,-84.680501
Cameron Carter,0,Poland Ohio USA,13/03/1922,https://www.themoviedb.org/person/27973,1.897231209,41.024226,-80.614795
Daniel Tay,2,New York City New York U.S.,17/12/1991,https://www.themoviedb.org/person/27974,266.6441369,0,0
Harvey Pekar,2,Cleveland Ohio United States,08/10/1939,https://www.themoviedb.org/person/27976,151.2427992,41.4996562,-81.6936813
Jeffrey Combs,2,Oxnard California USA,09/09/1954,https://www.themoviedb.org/person/27993,81.04357731,34.1976308,-119.1803818
Bruce Abbott,2,Portland Oregon U.S.,28/07/1954,https://www.themoviedb.org/person/27994,8.576948102,45.4622709,-122.6608337
Barbara Crampton,1,Levittown New York USA,27/12/1958,https://www.themoviedb.org/person/27995,38.2311753,40.7259621,-73.5144766
John Tormey,2,Willimantic Connecticut USA,04/08/1937,https://www.themoviedb.org/person/28002,27.51913417,41.713125,-72.217885
Kaili Vernoff,1,Los Angeles California USA,13/01/1974,https://www.themoviedb.org/person/28003,23.39053253,34.0536909,-118.242766
Vince Giordano,2,Brooklyn New York  USA,11/03/1952,https://www.themoviedb.org/person/28009,35.08807987,40.6526006,-73.9497211
David Ogden Stiers,2,Peoria Illinois USA,31/10/1942,https://www.themoviedb.org/person/28010,738.2271048,40.6938609,-89.5891008
Judy Gold,1,Newark - New Jersey - USA,15/11/1962,https://www.themoviedb.org/person/28024,4.562715204,40.735657,-74.1723667
Howard Erskine,2,West Palm Beach Florida USA,29/06/1926,https://www.themoviedb.org/person/28028,23.08179983,26.715364,-80.0532942
Ira Wheeler,2,New York City New York USA,09/11/1920,https://www.themoviedb.org/person/28029,52.78228983,40.7127281,-74.0060152
Ramsey Faragallah,2,Los Angeles - California - USA,21/01/1964,https://www.themoviedb.org/person/28031,14.69221511,34.0536909,-118.242766
Irwin Corey,2,Brooklyn New York USA,29/07/1914,https://www.themoviedb.org/person/28035,9.20165002,40.6526006,-73.9497211
Rory Culkin,2,New York City New York USA,21/07/1989,https://www.themoviedb.org/person/28042,515.6524353,40.7127281,-74.0060152
Merritt Wever,1,New York New York USA,11/08/1980,https://www.themoviedb.org/person/28044,239.1720016,36.1021436,-115.1744946
Marion McCorry,1,New York City New York USA,10/10/1945,https://www.themoviedb.org/person/28046,82.85687372,40.7127281,-74.0060152
Clifford David,2,Toledo Ohio USA,30/06/1932,https://www.themoviedb.org/person/28048,49.9430944,41.6529143,-83.5378173
Harry O'Reilly,2,Brooklyn New York City New York USA,,https://www.themoviedb.org/person/28101,117.4008902,40.6526006,-73.9497211
Eric Morgan Stuart,2,Pittsburgh Pennsylvania USA,28/04/1964,https://www.themoviedb.org/person/28104,3.948160169,40.3693889,-80.6243098
Chelsea Lagos,1,Port Washington New York USA,24/04/1973,https://www.themoviedb.org/person/28105,2.956125343,40.8257072,-73.6958069
Charles Grodin,2,Pittsburgh Pennsylvania USA,21/04/1935,https://www.themoviedb.org/person/28164,66.66406509,40.3693889,-80.6243098
Jennifer Savidge,1,Alameda County California USA,06/07/1952,https://www.themoviedb.org/person/28165,9.130385863,37.6090291,-121.899142
Ben Savage,2,Chicago Illinois USA,13/09/1980,https://www.themoviedb.org/person/28166,1.478455962,41.8755616,-87.6244212
Don Galloway,2,Brooksville Kentucky USA,27/07/1937,https://www.themoviedb.org/person/28167,3.835836531,38.6825719,-84.0657632
Timothy Stack,2,Doylestown Pennsylvania USA,21/11/1954,https://www.themoviedb.org/person/28168,88.980301,40.3100446,-75.1304588
David Hasselhoff,2,Baltimore Maryland USA,17/07/1952,https://www.themoviedb.org/person/28238,228.3632392,39.2908816,-76.610759
Dwight Schultz,2,Baltimore Maryland USA,24/11/1947,https://www.themoviedb.org/person/28248,61.30109778,39.2908816,-76.610759
Jake Busey,2,Los Angeles California USA,15/06/1971,https://www.themoviedb.org/person/28410,210.3555698,34.0536909,-118.242766
Rebecca De Mornay,1,Santa Rosa California USA,29/08/1959,https://www.themoviedb.org/person/28412,137.0315915,38.4404925,-122.7141049
Carmen Argenziano,2,Sharon Pennsylvania USA,27/10/1943,https://www.themoviedb.org/person/28413,321.3249679,41.2331116,-80.4934035
Matt Letscher,2,Michigan USA,26/06/1970,https://www.themoviedb.org/person/28414,182.5124849,42.9986074,-82.4263676
Bret Loehr,2,Tarzana California USA,09/07/1993,https://www.themoviedb.org/person/28415,17.47537149,34.1689295,-118.536567
Frederick Coffin,2,Detroit Michigan USA,16/01/1943,https://www.themoviedb.org/person/28416,53.19092271,42.3315509,-83.0466403
Joe Hart,2,Hawthorne New York USA,11/11/1957,https://www.themoviedb.org/person/28417,20.96802312,41.1073184,-73.7959667
Terence Bernie Hines,2,Detroit - Michigan - USA,09/04/1969,https://www.themoviedb.org/person/28419,57.24667064,42.3315509,-83.0466403
